COM Port 2:
2018/10/14 21:52:05:249;-üpþ|ü||þþþøþþøæ'þþ||öðÊ®3fÃ05953
2018/10/14 21:55:29:458;05119
2018/10/14 21:55:29:458;05119
2018/10/14 21:55:29:474;05118
2018/10/14 21:55:29:474;05117
2018/10/14 21:55:29:474;05118
2018/10/14 21:55:29:474;05118
2018/10/14 21:55:29:474;05118
2018/10/14 21:55:29:474;05118
2018/10/14 21:55:29:474;05119
2018/10/14 21:55:29:474;05117
2018/10/14 21:55:29:474;05118
2018/10/14 21:55:29:490;05118
2018/10/14 21:55:29:490;05119
2018/10/14 21:55:29:490;05119
2018/10/14 21:55:29:490;05118
2018/10/14 21:55:29:490;05118
2018/10/14 21:55:29:490;05118
2018/10/14 21:55:29:490;05119
2018/10/14 21:55:29:490;05119
2018/10/14 21:55:29:490;05120
2018/10/14 21:55:29:506;05119
2018/10/14 21:55:29:506;05119
2018/10/14 21:55:29:506;05118
2018/10/14 21:55:29:506;05118
2018/10/14 21:55:29:506;05120
2018/10/14 21:55:29:506;05121
2018/10/14 21:55:29:506;05119
2018/10/14 21:55:29:506;05118
2018/10/14 21:55:29:506;05119
2018/10/14 21:55:29:506;05119
2018/10/14 21:55:29:522;05119
2018/10/14 21:55:29:522;05119
2018/10/14 21:55:29:522;05119
2018/10/14 21:55:29:522;05118
2018/10/14 21:55:29:522;05118
2018/10/14 21:55:29:522;05119
2018/10/14 21:55:29:522;05118
2018/10/14 21:55:29:522;05118
2018/10/14 21:55:29:522;05117
2018/10/14 21:55:29:538;05118
2018/10/14 21:55:29:538;05118
2018/10/14 21:55:29:538;05119
2018/10/14 21:55:29:538;05118
2018/10/14 21:55:29:538;05118
2018/10/14 21:55:29:538;05119
2018/10/14 21:55:29:538;05118
2018/10/14 21:55:29:538;05118
2018/10/14 21:55:29:538;05118
2018/10/14 21:55:29:554;05117
2018/10/14 21:55:29:554;05118
2018/10/14 21:55:29:554;05118
2018/10/14 21:55:29:554;05118
2018/10/14 21:55:29:554;05118
2018/10/14 21:55:29:554;05117
2018/10/14 21:55:29:554;05117
2018/10/14 21:55:29:554;05114
2018/10/14 21:55:29:554;05112
2018/10/14 21:55:29:554;05115
2018/10/14 21:55:29:570;05117
2018/10/14 21:55:29:570;05113
2018/10/14 21:55:29:570;05117
2018/10/14 21:55:29:570;05117
2018/10/14 21:55:29:570;05117
2018/10/14 21:55:29:570;05118
2018/10/14 21:55:29:570;05119
2018/10/14 21:55:29:570;05117
2018/10/14 21:55:29:570;05118
2018/10/14 21:55:29:586;05119
2018/10/14 21:55:29:586;05114
2018/10/14 21:55:29:586;05118
2018/10/14 21:55:29:586;05118
2018/10/14 21:55:29:586;05119
2018/10/14 21:55:29:586;05119
2018/10/14 21:55:29:586;05119
2018/10/14 21:55:29:586;05119
2018/10/14 21:55:29:586;05119
2018/10/14 21:55:29:601;05119
2018/10/14 21:55:29:602;05119
2018/10/14 21:55:29:602;05119
2018/10/14 21:55:29:602;05119
2018/10/14 21:55:29:602;05119
2018/10/14 21:55:29:602;05119
2018/10/14 21:55:29:602;05119
2018/10/14 21:55:29:602;05118
2018/10/14 21:55:29:602;05119
2018/10/14 21:55:29:602;05119
2018/10/14 21:55:29:618;05119
2018/10/14 21:55:29:618;05119
2018/10/14 21:55:29:618;05119
2018/10/14 21:55:29:618;05119
2018/10/14 21:55:29:618;05119
2018/10/14 21:55:29:618;05118
2018/10/14 21:55:29:618;05118
2018/10/14 21:55:29:618;05118
2018/10/14 21:55:29:618;05119
2018/10/14 21:55:29:633;05119
2018/10/14 21:55:29:634;05120
2018/10/14 21:55:29:634;05120
2018/10/14 21:55:29:634;05120
2018/10/14 21:55:29:634;05119
2018/10/14 21:55:29:634;05119
2018/10/14 21:55:29:634;05119
2018/10/14 21:55:29:634;05119
2018/10/14 21:55:29:634;05119
2018/10/14 21:55:29:649;05119
2018/10/14 21:55:29:649;05119
2018/10/14 21:55:29:650;05119
2018/10/14 21:55:29:650;05119
2018/10/14 21:55:29:650;05119
2018/10/14 21:55:29:650;05119
2018/10/14 21:55:29:650;05118
2018/10/14 21:55:29:650;05119
2018/10/14 21:55:29:650;05119
2018/10/14 21:55:29:650;05119
2018/10/14 21:55:29:665;05119
2018/10/14 21:55:29:665;05119
2018/10/14 21:55:29:666;05119
2018/10/14 21:55:29:666;05118
2018/10/14 21:55:29:666;05117
2018/10/14 21:55:29:666;05118
2018/10/14 21:55:29:666;05119
2018/10/14 21:55:29:666;05119
2018/10/14 21:55:29:666;05119
2018/10/14 21:55:29:681;05118
2018/10/14 21:55:29:682;05118
2018/10/14 21:55:29:682;05119
2018/10/14 21:55:29:682;05119
2018/10/14 21:55:29:682;05119
2018/10/14 21:55:29:682;05118
2018/10/14 21:55:29:682;05119
2018/10/14 21:55:29:682;05117
2018/10/14 21:55:29:682;05118
2018/10/14 21:55:29:697;05118
2018/10/14 21:55:29:697;05119
2018/10/14 21:55:29:698;05119
2018/10/14 21:55:29:698;05119
2018/10/14 21:55:29:698;05119
2018/10/14 21:55:29:698;05118
2018/10/14 21:55:29:698;05119
2018/10/14 21:55:29:698;05118
2018/10/14 21:55:29:698;05119
2018/10/14 21:55:29:698;05119
2018/10/14 21:55:29:713;05118
2018/10/14 21:55:29:713;05119
2018/10/14 21:55:29:714;05118
2018/10/14 21:55:29:714;05119
2018/10/14 21:55:29:714;05118
2018/10/14 21:55:29:714;05119
2018/10/14 21:55:29:714;05118
2018/10/14 21:55:29:714;05119
2018/10/14 21:55:29:714;05119
2018/10/14 21:55:29:729;05118
2018/10/14 21:55:29:729;05119
2018/10/14 21:55:29:729;05118
2018/10/14 21:55:29:729;05119
2018/10/14 21:55:29:730;05119
2018/10/14 21:55:29:730;05117
2018/10/14 21:55:29:730;05117
2018/10/14 21:55:29:730;05117
2018/10/14 21:55:29:730;05118
2018/10/14 21:55:29:730;05117
2018/10/14 21:55:29:745;05118
2018/10/14 21:55:29:745;05118
2018/10/14 21:55:29:746;05118
2018/10/14 21:55:29:746;05119
2018/10/14 21:55:29:746;05118
2018/10/14 21:55:29:746;05118
2018/10/14 21:55:29:746;05118
2018/10/14 21:55:29:746;05119
2018/10/14 21:55:29:746;05118
2018/10/14 21:55:29:761;05119
2018/10/14 21:55:29:761;05119
2018/10/14 21:55:29:762;05118
2018/10/14 21:55:29:762;05120
2018/10/14 21:55:29:762;05119
2018/10/14 21:55:29:762;05119
2018/10/14 21:55:29:762;05119
2018/10/14 21:55:29:762;05119
2018/10/14 21:55:29:762;05118
2018/10/14 21:55:29:777;05119
2018/10/14 21:55:29:777;05119
2018/10/14 21:55:29:777;05118
2018/10/14 21:55:29:777;05118
2018/10/14 21:55:29:777;05118
2018/10/14 21:55:29:778;05119
2018/10/14 21:55:29:778;05118
2018/10/14 21:55:29:778;05119
2018/10/14 21:55:29:778;05119
2018/10/14 21:55:29:778;05119
2018/10/14 21:55:29:793;05118
2018/10/14 21:55:29:793;05118
2018/10/14 21:55:29:793;05118
2018/10/14 21:55:29:793;05119
2018/10/14 21:55:29:793;05118
2018/10/14 21:55:29:793;05119
2018/10/14 21:55:29:794;05118
2018/10/14 21:55:29:794;05118
2018/10/14 21:55:29:794;05119
2018/10/14 21:55:29:809;05119
2018/10/14 21:55:29:809;05118
2018/10/14 21:55:29:809;05118
2018/10/14 21:55:29:809;05118
2018/10/14 21:55:29:809;05119
2018/10/14 21:55:29:809;05118
2018/10/14 21:55:29:809;05118
2018/10/14 21:55:29:810;05118
2018/10/14 21:55:29:810;05118
2018/10/14 21:55:29:825;05118
2018/10/14 21:55:29:825;05119
2018/10/14 21:55:29:825;05118
2018/10/14 21:55:29:826;05119
2018/10/14 21:55:29:826;05118
2018/10/14 21:55:29:826;05119
2018/10/14 21:55:29:826;05119
2018/10/14 21:55:29:826;05119
2018/10/14 21:55:29:826;05119
2018/10/14 21:55:29:826;05118
2018/10/14 21:55:29:842;05118
2018/10/14 21:55:29:842;05119
2018/10/14 21:55:29:842;05118
2018/10/14 21:55:29:842;05119
2018/10/14 21:55:29:842;05117
2018/10/14 21:55:29:842;05117
2018/10/14 21:55:29:842;05118
2018/10/14 21:55:29:842;05118
2018/10/14 21:55:29:842;05119
2018/10/14 21:55:29:858;05119
2018/10/14 21:55:29:858;05119
2018/10/14 21:55:29:858;05119
2018/10/14 21:55:29:858;05119
2018/10/14 21:55:29:858;05119
2018/10/14 21:55:29:858;05118
2018/10/14 21:55:29:858;05117
2018/10/14 21:55:29:858;05118
2018/10/14 21:55:29:858;05118
2018/10/14 21:55:29:873;05118
2018/10/14 21:55:29:874;05118
2018/10/14 21:55:29:874;05118
2018/10/14 21:55:29:874;05119
2018/10/14 21:55:29:874;05119
2018/10/14 21:55:29:874;05118
2018/10/14 21:55:29:874;05119
2018/10/14 21:55:29:874;05119
2018/10/14 21:55:29:874;05117
2018/10/14 21:55:29:874;05118
2018/10/14 21:55:29:889;05119
2018/10/14 21:55:29:890;05118
2018/10/14 21:55:29:890;05119
2018/10/14 21:55:29:890;05117
2018/10/14 21:55:29:890;05118
2018/10/14 21:55:29:890;05119
2018/10/14 21:55:29:890;05118
2018/10/14 21:55:29:890;05118
2018/10/14 21:55:29:890;05118
2018/10/14 21:55:29:905;05118
2018/10/14 21:55:29:905;05118
2018/10/14 21:55:29:905;05118
2018/10/14 21:55:29:905;05119
2018/10/14 21:55:29:906;05118
2018/10/14 21:55:29:906;05119
2018/10/14 21:55:29:906;05118
2018/10/14 21:55:29:906;05118
2018/10/14 21:55:29:906;05119
2018/10/14 21:55:29:921;05119
2018/10/14 21:55:29:921;05119
2018/10/14 21:55:29:921;05119
2018/10/14 21:55:29:921;05118
2018/10/14 21:55:29:922;05118
2018/10/14 21:55:29:922;05118
2018/10/14 21:55:29:922;05118
2018/10/14 21:55:29:922;05117
2018/10/14 21:55:29:922;05118
2018/10/14 21:55:29:922;05117
2018/10/14 21:55:29:937;05118
2018/10/14 21:55:29:937;05117
2018/10/14 21:55:29:938;05118
2018/10/14 21:55:29:938;05119
2018/10/14 21:55:29:938;05119
2018/10/14 21:55:29:938;05118
2018/10/14 21:55:29:938;05119
2018/10/14 21:55:29:938;05118
2018/10/14 21:55:29:938;05118
2018/10/14 21:55:29:953;05119
2018/10/14 21:55:29:954;05117
2018/10/14 21:55:29:954;05118
2018/10/14 21:55:29:954;05117
2018/10/14 21:55:29:954;05118
2018/10/14 21:55:29:954;05118
2018/10/14 21:55:29:954;05117
2018/10/14 21:55:29:954;05117
2018/10/14 21:55:29:954;05117
2018/10/14 21:55:29:969;05117
2018/10/14 21:55:29:969;05118
2018/10/14 21:55:29:969;05118
2018/10/14 21:55:29:969;05118
2018/10/14 21:55:29:969;05118
2018/10/14 21:55:29:969;05117
2018/10/14 21:55:29:969;05119
2018/10/14 21:55:29:969;05118
2018/10/14 21:55:29:970;05119
2018/10/14 21:55:29:970;05119
2018/10/14 21:55:29:985;05119
2018/10/14 21:55:29:985;05119
2018/10/14 21:55:29:986;05119
2018/10/14 21:55:29:986;05119
2018/10/14 21:55:29:986;05118
2018/10/14 21:55:29:986;05118
2018/10/14 21:55:29:986;05119
2018/10/14 21:55:29:986;05119
2018/10/14 21:55:29:986;05119
2018/10/14 21:55:30:001;05119
2018/10/14 21:55:30:001;05119
2018/10/14 21:55:30:001;05119
2018/10/14 21:55:30:001;05118
2018/10/14 21:55:30:001;05118
2018/10/14 21:55:30:001;05119
2018/10/14 21:55:30:001;05119
2018/10/14 21:55:30:001;05119
2018/10/14 21:55:30:002;05119
2018/10/14 21:55:30:002;05118
2018/10/14 21:55:30:017;05119
2018/10/14 21:55:30:017;05118
2018/10/14 21:55:30:017;05117
2018/10/14 21:55:30:017;05118
2018/10/14 21:55:30:017;05118
2018/10/14 21:55:30:017;05118
2018/10/14 21:55:30:017;05118
2018/10/14 21:55:30:017;05119
2018/10/14 21:55:30:018;05118
2018/10/14 21:55:30:033;05118
2018/10/14 21:55:30:033;05118
2018/10/14 21:55:30:033;05119
2018/10/14 21:55:30:033;05118
2018/10/14 21:55:30:033;05118
2018/10/14 21:55:30:033;05118
2018/10/14 21:55:30:034;05118
2018/10/14 21:55:30:034;05119
2018/10/14 21:55:30:034;05119
2018/10/14 21:55:30:049;05119
2018/10/14 21:55:30:049;05118
2018/10/14 21:55:30:049;05119
2018/10/14 21:55:30:049;05119
2018/10/14 21:55:30:049;05118
2018/10/14 21:55:30:049;05118
2018/10/14 21:55:30:050;05119
2018/10/14 21:55:30:050;05119
2018/10/14 21:55:30:050;05117
2018/10/14 21:55:30:050;05117
2018/10/14 21:55:30:065;05118
2018/10/14 21:55:30:065;05118
2018/10/14 21:55:30:065;05119
2018/10/14 21:55:30:066;05119
2018/10/14 21:55:30:066;05119
2018/10/14 21:55:30:066;05118
2018/10/14 21:55:30:066;05119
2018/10/14 21:55:30:066;05119
2018/10/14 21:55:30:066;05119
2018/10/14 21:55:30:081;05119
2018/10/14 21:55:30:081;05118
2018/10/14 21:55:30:081;05119
2018/10/14 21:55:30:081;05118
2018/10/14 21:55:30:082;05119
2018/10/14 21:55:30:082;05118
2018/10/14 21:55:30:082;05118
2018/10/14 21:55:30:082;05118
2018/10/14 21:55:30:082;05117
2018/10/14 21:55:30:097;05118
2018/10/14 21:55:30:097;05119
2018/10/14 21:55:30:097;05119
2018/10/14 21:55:30:097;05118
2018/10/14 21:55:30:097;05118
2018/10/14 21:55:30:097;05119
2018/10/14 21:55:30:098;05118
2018/10/14 21:55:30:098;05119
2018/10/14 21:55:30:098;05119
2018/10/14 21:55:30:098;05119
2018/10/14 21:55:30:113;05118
2018/10/14 21:55:30:113;05118
2018/10/14 21:55:30:113;05118
2018/10/14 21:55:30:113;05118
2018/10/14 21:55:30:113;05119
2018/10/14 21:55:30:113;05119
2018/10/14 21:55:30:114;05119
2018/10/14 21:55:30:114;05118
2018/10/14 21:55:30:114;05118
2018/10/14 21:55:30:129;05119
2018/10/14 21:55:30:129;05118
2018/10/14 21:55:30:129;05119
2018/10/14 21:55:30:129;05118
2018/10/14 21:55:30:129;05119
2018/10/14 21:55:30:129;05119
2018/10/14 21:55:30:130;05119
2018/10/14 21:55:30:130;05119
2018/10/14 21:55:30:130;05119
2018/10/14 21:55:30:145;05118
2018/10/14 21:55:30:145;05119
2018/10/14 21:55:30:145;05118
2018/10/14 21:55:30:145;05118
2018/10/14 21:55:30:145;05118
2018/10/14 21:55:30:146;05118
2018/10/14 21:55:30:146;05118
2018/10/14 21:55:30:146;05118
2018/10/14 21:55:30:146;05118
2018/10/14 21:55:30:146;05118
2018/10/14 21:55:30:161;05118
2018/10/14 21:55:30:161;05117
2018/10/14 21:55:30:161;05117
2018/10/14 21:55:30:161;05118
2018/10/14 21:55:30:161;05119
2018/10/14 21:55:30:161;05119
2018/10/14 21:55:30:161;05118
2018/10/14 21:55:30:161;05119
2018/10/14 21:55:30:162;05118
2018/10/14 21:55:30:177;05119
2018/10/14 21:55:30:177;05119
2018/10/14 21:55:30:177;05119
2018/10/14 21:55:30:177;05118
2018/10/14 21:55:30:177;05117
2018/10/14 21:55:30:177;05119
2018/10/14 21:55:30:177;05118
2018/10/14 21:55:30:178;05118
2018/10/14 21:55:30:178;05119
2018/10/14 21:55:30:193;05119
2018/10/14 21:55:30:193;05120
2018/10/14 21:55:30:193;05119
2018/10/14 21:55:30:193;05120
2018/10/14 21:55:30:193;05120
2018/10/14 21:55:30:193;05119
2018/10/14 21:55:30:193;05120
2018/10/14 21:55:30:193;05120
2018/10/14 21:55:30:193;05119
2018/10/14 21:55:30:193;05119
2018/10/14 21:55:30:209;05118
2018/10/14 21:55:30:209;05119
2018/10/14 21:55:30:209;05118
2018/10/14 21:55:30:209;05118
2018/10/14 21:55:30:209;05119
2018/10/14 21:55:30:209;05119
2018/10/14 21:55:30:209;05119
2018/10/14 21:55:30:209;05119
2018/10/14 21:55:30:209;05119
2018/10/14 21:55:30:225;05119
2018/10/14 21:55:30:225;05118
2018/10/14 21:55:30:225;05120
2018/10/14 21:55:30:225;05119
2018/10/14 21:55:30:225;05119
2018/10/14 21:55:30:225;05119
2018/10/14 21:55:30:225;05119
2018/10/14 21:55:30:225;05118
2018/10/14 21:55:30:225;05118
2018/10/14 21:55:30:241;05119
2018/10/14 21:55:30:241;05119
2018/10/14 21:55:30:241;05118
2018/10/14 21:55:30:241;05118
2018/10/14 21:55:30:241;05119
2018/10/14 21:55:30:241;05118
2018/10/14 21:55:30:241;05119
2018/10/14 21:55:30:241;05119
2018/10/14 21:55:30:241;05117
2018/10/14 21:55:30:241;05117
2018/10/14 21:55:30:257;05118
2018/10/14 21:55:30:257;05118
2018/10/14 21:55:30:257;05118
2018/10/14 21:55:30:257;05118
2018/10/14 21:55:30:257;05119
2018/10/14 21:55:30:257;05119
2018/10/14 21:55:30:257;05119
2018/10/14 21:55:30:257;05119
2018/10/14 21:55:30:257;05119
2018/10/14 21:55:30:273;05119
2018/10/14 21:55:30:273;05119
2018/10/14 21:55:30:273;05119
2018/10/14 21:55:30:273;05119
2018/10/14 21:55:30:273;05119
2018/10/14 21:55:30:273;05118
2018/10/14 21:55:30:273;05119
2018/10/14 21:55:30:273;05118
2018/10/14 21:55:30:273;05119
2018/10/14 21:55:30:273;05119
2018/10/14 21:55:30:289;05118
2018/10/14 21:55:30:289;05119
2018/10/14 21:55:30:289;05119
2018/10/14 21:55:30:289;05119
2018/10/14 21:55:30:289;05119
2018/10/14 21:55:30:289;05119
2018/10/14 21:55:30:289;05118
2018/10/14 21:55:30:289;05118
2018/10/14 21:55:30:289;05118
2018/10/14 21:55:30:305;05119
2018/10/14 21:55:30:305;05117
2018/10/14 21:55:30:305;05118
2018/10/14 21:55:30:305;05118
2018/10/14 21:55:30:305;05117
2018/10/14 21:55:30:305;05117
2018/10/14 21:55:30:305;05118
2018/10/14 21:55:30:305;05118
2018/10/14 21:55:30:305;05118
2018/10/14 21:55:30:321;05118
2018/10/14 21:55:30:321;05118
2018/10/14 21:55:30:321;05118
2018/10/14 21:55:30:321;05117
2018/10/14 21:55:30:321;05118
2018/10/14 21:55:30:321;05119
2018/10/14 21:55:30:321;05119
2018/10/14 21:55:30:321;05119
2018/10/14 21:55:30:321;05119
2018/10/14 21:55:30:321;05119
2018/10/14 21:55:30:337;05119
2018/10/14 21:55:30:337;05119
2018/10/14 21:55:30:337;05119
2018/10/14 21:55:30:337;05118
2018/10/14 21:55:30:337;05119
2018/10/14 21:55:30:337;05118
2018/10/14 21:55:30:337;05119
2018/10/14 21:55:30:337;05118
2018/10/14 21:55:30:337;05119
2018/10/14 21:55:30:353;05118
2018/10/14 21:55:30:353;05119
2018/10/14 21:55:30:353;05119
2018/10/14 21:55:30:353;05118
2018/10/14 21:55:30:353;05119
2018/10/14 21:55:30:353;05118
2018/10/14 21:55:30:353;05118
2018/10/14 21:55:30:353;05118
2018/10/14 21:55:30:353;05118
2018/10/14 21:55:30:369;05118
2018/10/14 21:55:30:369;05118
2018/10/14 21:55:30:369;05118
2018/10/14 21:55:30:369;05118
2018/10/14 21:55:30:369;05118
2018/10/14 21:55:30:369;05118
2018/10/14 21:55:30:369;05117
2018/10/14 21:55:30:369;05117
2018/10/14 21:55:30:369;05118
2018/10/14 21:55:30:369;05119
2018/10/14 21:55:30:385;05119
2018/10/14 21:55:30:385;05118
2018/10/14 21:55:30:385;05119
2018/10/14 21:55:30:385;05119
2018/10/14 21:55:30:385;05118
2018/10/14 21:55:30:385;05119
2018/10/14 21:55:30:385;05119
2018/10/14 21:55:30:385;05118
2018/10/14 21:55:30:385;05119
2018/10/14 21:55:30:401;05120
2018/10/14 21:55:30:401;05120
2018/10/14 21:55:30:401;05119
2018/10/14 21:55:30:401;05119
2018/10/14 21:55:30:401;05119
2018/10/14 21:55:30:401;05119
2018/10/14 21:55:30:401;05118
2018/10/14 21:55:30:401;05118
2018/10/14 21:55:30:401;05118
2018/10/14 21:55:30:417;05118
2018/10/14 21:55:30:417;05119
2018/10/14 21:55:30:417;05118
2018/10/14 21:55:30:417;05118
2018/10/14 21:55:30:417;05119
2018/10/14 21:55:30:417;05118
2018/10/14 21:55:30:417;05119
2018/10/14 21:55:30:417;05119
2018/10/14 21:55:30:417;05119
2018/10/14 21:55:30:417;05119
2018/10/14 21:55:30:433;05118
2018/10/14 21:55:30:433;05118
2018/10/14 21:55:30:433;05118
2018/10/14 21:55:30:433;05119
2018/10/14 21:55:30:433;05119
2018/10/14 21:55:30:433;05118
2018/10/14 21:55:30:433;05119
2018/10/14 21:55:30:433;05118
2018/10/14 21:55:30:433;05118
2018/10/14 21:55:30:449;05120
2018/10/14 21:55:30:449;05119
2018/10/14 21:55:30:449;05118
2018/10/14 21:55:30:449;05119
2018/10/14 21:55:30:449;05119
2018/10/14 21:55:30:449;05119
2018/10/14 21:55:30:449;05119
2018/10/14 21:55:30:449;05119
2018/10/14 21:55:30:449;05118
2018/10/14 21:55:30:465;05118
2018/10/14 21:55:30:465;05119
2018/10/14 21:55:30:465;05119
2018/10/14 21:55:30:465;05118
2018/10/14 21:55:30:465;05119
2018/10/14 21:55:30:465;05118
2018/10/14 21:55:30:465;05119
2018/10/14 21:55:30:465;05118
2018/10/14 21:55:30:465;05118
2018/10/14 21:55:30:465;05118
2018/10/14 21:55:30:481;05119
2018/10/14 21:55:30:481;05118
2018/10/14 21:55:30:481;05119
2018/10/14 21:55:30:481;05119
2018/10/14 21:55:30:481;05119
2018/10/14 21:55:30:481;05118
2018/10/14 21:55:30:481;05119
2018/10/14 21:55:30:481;05118
2018/10/14 21:55:30:481;05119
2018/10/14 21:55:30:497;05119
2018/10/14 21:55:30:497;05118
2018/10/14 21:55:30:497;05119
2018/10/14 21:55:30:497;05118
2018/10/14 21:55:30:497;05118
2018/10/14 21:55:30:497;05118
2018/10/14 21:55:30:497;05118
2018/10/14 21:55:30:497;05119
2018/10/14 21:55:30:497;05118
2018/10/14 21:55:30:513;05119
2018/10/14 21:55:30:513;05118
2018/10/14 21:55:30:513;05118
2018/10/14 21:55:30:513;05119
2018/10/14 21:55:30:513;05117
2018/10/14 21:55:30:513;05118
2018/10/14 21:55:30:513;05118
2018/10/14 21:55:30:513;05118
2018/10/14 21:55:30:513;05117
2018/10/14 21:55:30:513;05118
2018/10/14 21:55:30:531;05118
2018/10/14 21:55:30:531;05117
2018/10/14 21:55:30:531;05119
2018/10/14 21:55:30:531;05118
2018/10/14 21:55:30:531;05118
2018/10/14 21:55:30:531;05118
2018/10/14 21:55:30:531;05119
2018/10/14 21:55:30:531;05119
2018/10/14 21:55:30:531;05118
2018/10/14 21:55:30:545;05118
2018/10/14 21:55:30:545;05118
2018/10/14 21:55:30:545;05118
2018/10/14 21:55:30:545;05118
2018/10/14 21:55:30:545;05118
2018/10/14 21:55:30:545;05118
2018/10/14 21:55:30:545;05118
2018/10/14 21:55:30:545;05118
2018/10/14 21:55:30:545;05119
2018/10/14 21:55:30:561;05118
2018/10/14 21:55:30:561;05118
2018/10/14 21:55:30:561;05118
2018/10/14 21:55:30:561;05119
2018/10/14 21:55:30:561;05118
2018/10/14 21:55:30:561;05119
2018/10/14 21:55:30:561;05118
2018/10/14 21:55:30:561;05119
2018/10/14 21:55:30:561;05118
2018/10/14 21:55:30:561;05119
2018/10/14 21:55:30:576;05119
2018/10/14 21:55:30:577;05119
2018/10/14 21:55:30:577;05119
2018/10/14 21:55:30:577;05119
2018/10/14 21:55:30:577;05119
2018/10/14 21:55:30:577;05119
2018/10/14 21:55:30:577;05119
2018/10/14 21:55:30:577;05119
2018/10/14 21:55:30:577;05118
2018/10/14 21:55:30:593;05118
2018/10/14 21:55:30:593;05119
2018/10/14 21:55:30:593;05119
2018/10/14 21:55:30:593;05119
2018/10/14 21:55:30:593;05119
2018/10/14 21:55:30:593;05119
2018/10/14 21:55:30:593;05119
2018/10/14 21:55:30:593;05119
2018/10/14 21:55:30:593;05118
2018/10/14 21:55:30:608;05119
2018/10/14 21:55:30:608;05119
2018/10/14 21:55:30:609;05119
2018/10/14 21:55:30:609;05118
2018/10/14 21:55:30:609;05118
2018/10/14 21:55:30:609;05119
2018/10/14 21:55:30:609;05118
2018/10/14 21:55:30:609;05118
2018/10/14 21:55:30:609;05118
2018/10/14 21:55:30:609;05118
2018/10/14 21:55:30:625;05118
2018/10/14 21:55:30:625;05118
2018/10/14 21:55:30:625;05119
2018/10/14 21:55:30:625;05119
2018/10/14 21:55:30:625;05119
2018/10/14 21:55:30:625;05119
2018/10/14 21:55:30:625;05119
2018/10/14 21:55:30:625;05119
2018/10/14 21:55:30:625;05118
2018/10/14 21:55:30:641;05119
2018/10/14 21:55:30:641;05119
2018/10/14 21:55:30:641;05118
2018/10/14 21:55:30:641;05119
2018/10/14 21:55:30:641;05119
2018/10/14 21:55:30:641;05119
2018/10/14 21:55:30:641;05119
2018/10/14 21:55:30:641;05118
2018/10/14 21:55:30:641;05118
2018/10/14 21:55:30:641;05118
2018/10/14 21:55:30:656;05118
2018/10/14 21:55:30:657;05117
2018/10/14 21:55:30:657;05118
2018/10/14 21:55:30:657;05117
2018/10/14 21:55:30:657;05118
2018/10/14 21:55:30:657;05118
2018/10/14 21:55:30:657;05118
2018/10/14 21:55:30:657;05118
2018/10/14 21:55:30:657;05118
2018/10/14 21:55:30:673;05118
2018/10/14 21:55:30:673;05118
2018/10/14 21:55:30:673;05119
2018/10/14 21:55:30:673;05118
2018/10/14 21:55:30:673;05118
2018/10/14 21:55:30:673;05119
2018/10/14 21:55:30:673;05119
2018/10/14 21:55:30:673;05118
2018/10/14 21:55:30:673;05119
2018/10/14 21:55:30:688;05119
2018/10/14 21:55:30:688;05119
2018/10/14 21:55:30:688;05119
2018/10/14 21:55:30:688;05118
2018/10/14 21:55:30:689;05119
2018/10/14 21:55:30:689;05119
2018/10/14 21:55:30:689;05119
2018/10/14 21:55:30:689;05119
2018/10/14 21:55:30:689;05119
2018/10/14 21:55:30:689;05118
2018/10/14 21:55:30:705;05119
2018/10/14 21:55:30:705;05119
2018/10/14 21:55:30:705;05119
2018/10/14 21:55:30:705;05119
2018/10/14 21:55:30:705;05119
2018/10/14 21:55:30:705;05119
2018/10/14 21:55:30:705;05119
2018/10/14 21:55:30:705;05119
2018/10/14 21:55:30:705;05119
2018/10/14 21:55:30:720;05119
2018/10/14 21:55:30:720;05118
2018/10/14 21:55:30:721;05119
2018/10/14 21:55:30:721;05119
2018/10/14 21:55:30:721;05119
2018/10/14 21:55:30:721;05117
2018/10/14 21:55:30:721;05118
2018/10/14 21:55:30:721;05119
2018/10/14 21:55:30:721;05119
2018/10/14 21:55:30:737;05119
2018/10/14 21:55:30:737;05119
2018/10/14 21:55:30:737;05119
2018/10/14 21:55:30:737;05119
2018/10/14 21:55:30:737;05119
2018/10/14 21:55:30:737;05119
2018/10/14 21:55:30:737;05119
2018/10/14 21:55:30:737;05119
2018/10/14 21:55:30:737;05119
2018/10/14 21:55:30:737;05119
2018/10/14 21:55:30:752;05118
2018/10/14 21:55:30:752;05119
2018/10/14 21:55:30:753;05119
2018/10/14 21:55:30:753;05118
2018/10/14 21:55:30:753;05119
2018/10/14 21:55:30:753;05119
2018/10/14 21:55:30:753;05119
2018/10/14 21:55:30:753;05119
2018/10/14 21:55:30:753;05119
2018/10/14 21:55:30:769;05119
2018/10/14 21:55:30:769;05120
2018/10/14 21:55:30:769;05120
2018/10/14 21:55:30:769;05119
2018/10/14 21:55:30:769;05119
2018/10/14 21:55:30:769;05119
2018/10/14 21:55:30:769;05119
2018/10/14 21:55:30:769;05120
2018/10/14 21:55:30:769;05119
2018/10/14 21:55:30:784;05119
2018/10/14 21:55:30:784;05119
2018/10/14 21:55:30:784;05119
2018/10/14 21:55:30:784;05119
2018/10/14 21:55:30:784;05118
2018/10/14 21:55:30:784;05118
